FONG,0.046325879,0.007267442,0.015533981,0.064,0.015384615,0.016393443,0
SNAPC1,0.551916933,0.558139535,0.547572816,0.56,0.538461538,0.590163934,0.557692308
GNA11,0.134185304,0.007267442,0.00776699,0.024,0.123076923,0.213114754,0
LOC654342,0.361821086,0.020348837,0.009708738,0.08,0.184615385,0.37704918,0.019230769
FSIP1,0.015974441,0.009689922,0,0.016,0.015384615,0.114754098,0
CELA3A,0,0.001453488,0,0,0,0,0.019230769
UPF3A,0.400958466,0.201065891,0.234951456,0.296,0.492307692,0.442622951,0.288461538
IGSF11,0.627795527,0.075096899,0.046601942,0.112,0.015384615,0.016393443,0.019230769
RNU6-34,0,0,0,0,0,0,0
LAGE3,0.575878594,0.120155039,0.087378641,0.208,0.153846154,0.262295082,0.115384615
CHST6,0.841054313,0.94622093,0.957281553,0.912,0.738461538,0.655737705,0.884615385
UNC13B,0.292332268,0.013081395,0.003883495,0.088,0.276923077,0.295081967,0
MIR550B1,0,0.000968992,0,0,0,0,0
TTLL4,0.702076677,0.09253876,0.073786408,0.24,0.169230769,0.344262295,0.096153846
ZNF687,0.305910543,0.112403101,0.062135922,0.144,0.107692308,0.196721311,0.096153846
FLJ45974,0.116613419,0.029069767,0.019417476,0.024,0.046153846,0.032786885,0.019230769
SDC2,0.224440895,0.00872093,0.009708738,0.232,0.015384615,0.655737705,0
METTL21A,0.971246006,0.990794574,0.994174757,1,0.953846154,0.983606557,1
COX7A2,0.941693291,0.526162791,0.401941748,0.752,0.646153846,0.68852459,0.403846154
CETN4P,0.019968051,0.003875969,0.001941748,0,0,0.016393443,0
MIR4483,0,0,0,0,0,0,0
LOC100132707,0.234824281,0.090116279,0.097087379,0.096,0.076923077,0.131147541,0.153846154
LAMB4,0.009584665,0.006782946,0.005825243,0,0,0.016393443,0.038461538
FAM24A,0.001597444,0.000484496,0,0.008,0,0,0
PDP1,0.436900958,0.138081395,0.116504854,0.408,0.261538462,0.409836066,0.153846154
LRRTM3,0.004792332,0.005329457,0.005825243,0,0,0.016393443,0.019230769
GPHB5,0,0.001937984,0,0,0,0,0
AHCYL2,0.442492013,0.219476744,0.153398058,0.248,0.215384615,0.06557377,0.192307692
OR4C13,0.006389776,0.010658915,0.00776699,0.008,0.015384615,0,0
IZUMO2,0.000798722,0,0,0,0,0,0
FLJ39739,0.506389776,0.592054264,0.598058252,0.616,0.553846154,0.426229508,0.461538462
TRIM64C,0.00399361,0.006782946,0.001941748,0.016,0.015384615,0.016393443,0
HABP4,0.166134185,0.043604651,0.017475728,0.016,0.076923077,0.098360656,0.038461538
TMEM125,0,0.001453488,0.001941748,0,0,0.016393443,0
MIR548AU,0,0,0,0,0,0,0
CNTN2,0.015175719,0.012596899,0.013592233,0.024,0,0.016393443,0
MIR885,0,0,0,0,0,0,0
ASNSD1,0.483226837,0.146317829,0.124271845,0.16,0.292307692,0.327868852,0.096153846
FUT4,0.20686901,0.363372093,0.281553398,0.352,0.276923077,0.262295082,0.326923077
BAGE4,0.186102236,0.044089147,0.027184466,0.064,0.030769231,0.032786885,0.038461538
LINC00675,0.002396166,0.000484496,0,0,0,0.016393443,0
RP9,0.396166134,0.134205426,0.227184466,0.16,0.184615385,0.196721311,0.057692308
ARAP1,0.442492013,0.286337209,0.388349515,0.776,0.323076923,0.540983607,0.403846154
CDH8,0.00798722,0.004844961,0.011650485,0.008,0,0,0
AGPS,0.454472843,0.152131783,0.089320388,0.288,0.353846154,0.491803279,0.134615385
PP14571,0.014376997,0.005813953,0.005825243,0.016,0.030769231,0,0
CLEC4GP1,0.440894569,0.708817829,0.660194175,0.656,0.492307692,0.426229508,0.673076923
LINC00305,0,0.002422481,0,0,0,0,0
UNG,0.384185304,0.109011628,0.095145631,0.056,0.123076923,0.229508197,0.076923077
LOC284344,0.019169329,0.024709302,0.019417476,0.024,0.030769231,0,0.019230769
GSTP1,0.980830671,0.36627907,0.417475728,0.856,0.692307692,0.868852459,0.75
DCUN1D5,0.603833866,0.444282946,0.39223301,0.392,0.323076923,0.475409836,0.307692308
SLC9A3R1,0.333067093,0.478682171,0.151456311,0.2,0.123076923,0.245901639,0.538461538
FAM218A,0.020766773,0.009205426,0.013592233,0.008,0,0.016393443,0
LILRA6,0.208466454,0.400678295,0.333980583,0.872,0.353846154,0.295081967,0.288461538
CHMP7,0.412939297,0.313953488,0.504854369,0.216,0.153846154,0.37704918,0.192307692
REM2,0.00399361,0.010174419,0.00776699,0,0,0,0
MIR637,0.001597444,0.001453488,0,0,0,0.032786885,0
DNHD1,0.283546326,0.193313953,0.188349515,0.088,0.230769231,0.196721311,0.076923077
MIR122,0,0,0,0,0,0,0
FKBP4,0.646166134,0.138081395,0.104854369,0.224,0.246153846,0.31147541,0.057692308
ZNF350,0.121405751,0.07994186,0.07961165,0.168,0.076923077,0.098360656,0.096153846
BST1,0.138178914,0.005329457,0.005825243,0.264,0.030769231,0.360655738,0
KISS1R,0,0.003391473,0,0,0,0,0
NCR2,0,0.000968992,0.003883495,0.008,0,0,0
MIR3690,0.019169329,0.029069767,0.019417476,0.064,0.015384615,0,0.019230769
DEFB125,0.001597444,0.000968992,0,0,0,0,0
UBE2W,0.688498403,0.530523256,0.46407767,0.728,0.584615385,0.557377049,0.5
OR2T29,0.008785942,0.007751938,0.019417476,0.016,0,0,0
SNORA78,0.006389776,0.007267442,0.00776699,0.008,0,0,0.019230769
KRT15,0.004792332,0.001453488,0,0,0,0.032786885,0
C10orf99,0.002396166,0.002422481,0,0.008,0,0,0
SCN11A,0.538338658,0.76501938,0.72815534,0.736,0.523076923,0.442622951,0.75
GFI1,0.003194888,0.078972868,0,0,0.015384615,0,0.057692308
FHL1,0.111821086,0.034883721,0.019417476,0.008,0.323076923,0.672131148,0.019230769
SMC6,0.472044728,0.165697674,0.337864078,0.168,0.215384615,0.475409836,0.153846154
OSGEP,0.333067093,0.143895349,0.211650485,0.256,0.184615385,0.37704918,0.211538462
GATA1,0,0.001453488,0,0,0,0,0
TTTY14,0.023162939,0.008236434,0,0,0,0,0.019230769
LPIN3,0.888178914,0.936531008,0.922330097,0.944,0.661538462,0.770491803,0.903846154
RPL4,0.997603834,0.974806202,0.982524272,1,1,0.983606557,0.923076923
RBPMS,0.195686901,0.040697674,0.040776699,0.04,0.461538462,0.491803279,0.019230769
LOC100506172,0.009584665,0.021317829,0.025242718,0.024,0,0.016393443,0.038461538
PRPF3,0.615814696,0.308139535,0.269902913,0.304,0.4,0.475409836,0.326923077
EMR1,0.009584665,0.016957364,0,0.136,0,0,0
SPATA19,0,0.000484496,0,0,0,0,0
XCR1,0.012779553,0.025678295,0.033009709,0.032,0.030769231,0,0.038461538
IRX3,0.049520767,0.004844961,0,0,0.015384615,0.098360656,0
